〒	(ゆうびん)
暼	(ヘツ)(ヘチ)
瞥	(ベツ)(ヘツ)
丿	(ヘツ)(ノ)〜(えい)(よう)(の)(のかんむり)
貧	(ヒン)(ビン)〜(まず・しい)
頻	〔頻〕頻。(ヒン)〜(しき・りに)『しき『しきり『しきる
嬪	(ヒン)〜(ひめ)
嚬	{顰}嚬。ひん
顰	{顰}嚬。(ヒン)〜(ひそ・める)(しか・める)
品	(ヒン)(ホン)〜(しな)『ぴん『ぼん『ぽん
牝	(ヒン)〜(めす)(め)(めん)
聘	(ヘイ)〜(へい・する)(と・う)(め・す)
娉	(ヘイ)(ホウ)〜(ほ)
冖	(ベキ)〜(わかんむり)(べきかんむり)
平	(ヘイ)(ビョウ)(ヒョウ)〜(たい・ら)(だいら)(ひら)(ひら)(たいら)(たら)(はち)(ひ)(ひとし)(へ)(へん)『たひら『ヒャウ『ヒヤウ『ビャウ
坪	(ヘイ)〜(つぼ)『つぼ
苹	(ヘイ)(ビョウ)(ホウ)〜(ほ)
岼	(ゆり)
凭	(ヒョウ)(ヘイ)〜(もた・れる)(よ・る)
泙	(ホウ)
屏	(ヘイ)(ビョウ)〜(おお・う)(しりぞ・く)(びょう・ぶ)『ビャウ
瓶	〔甁〕瓶。(ビン)〜(かめ)(へい)(べ)(ぺ)『ビャウ『ビョウ
萍	(ヘイ)(ヒョウ)〜(うきくさ)
塀	〔塀〕塀。(ヘイ)(ベイ)
甁	〔甁〕瓶。ビン
評	(ヒョウ)『ヒャウ『ヒヤウ
鮃	(ヒョウ)(ヘイ)〜(ひらめ)
憑	(ヒョウ)〜(つ・く)(つか・れる)(よ・る)(たの・む)
蘋	(ヒン)〜(うきくさ)
攴	(ホク)〜(ぼくづくり)(ぼくにょう)(とまた)
坡	(ハ)(ヒ)〜(つつ・み)
溌	(ハツ)〜(も・る)(とびち・る)(そそ・ぐ)
醱	{醱}醗。ハツ
婆	(バ)〜(ばば)(ばあ)『ばばあ『ホṬ
岶	(ハク)
迫	(ハク)〜(せま・る)(さこ)(せ)(せこ)(はさ)(はさま)(はざま)
珀	(ハク)
破	(ハ)〜(やぶ・る)(やぶ・れる)(わ)『われる
破り籠	わりご
破り子	わりご
粕	(ハク)〜(かす)
魄	(ハク)(タク)〜(たま・しい)『たま『だましい『たましひ『だましひ
頗	(ハ)〜(すこぶ・る)(かたよ・る)
剖	(ボウ)『ホウ
抔	(ホウ)(ハイ)〜(など)(すく・う)
撲	(ボク)『うつ『なぐる
鋪	{鋪}舗。(ホ)(フ)〜(しく)(みせ)(しき)『ぽ
鯆	(フ)(ホ)〜(いるか)
仆	(フ)〜(たお・れる)
匍	(ホ)〜(は・う)
菩	(ボ)
脯	(フ)(ホ)〜(こじし)(ほじし)『ほしし
葡	(ブ)(ホ)
蒲	(ホ)(ボ)(フ)(ブ)〜(がま)(かば)(かま)
僕	(ボク)〜(しもべ)『やつがれ
璞	(ハク)〜(あらたま)
濮	(ボク)(ホク)
朴	{朴}樸。(ボク)〜(ほう)(ほお)『えのき『ほほ
埔	(ホ)
圃	(ホ)(フ)〜(はたけ)(にわ)
浦	(ホ)〜(うら)『うら
普	(フ)〜(あまね・く)(あまねし)(しん)(ひろ)
溥	(フ)(ハク)〜(あまねし)
樸	{朴}樸。(ボク)(ハク)(ホク)〜(こはだ)(きじ)
蹼	(ボク)(ホク)〜(みずかき)『みづ
譜	(フ)
舖	(ホ)
舗	{鋪}舗。(ホ)〜(き)『しく『ぽ
瀑	(バク)(ハク)(ホウ)(ボウ)(ホク)(ボク)〜(たき)(にわかあめ)
曝	(バク)(ホク)(ボク)〜(さら・す)
七	(シチ)〜(なな)(なな・つ)(なの)(し)(しっ)(な)(ひち)『シツ『チー
七五三	しめ
妻	(サイ)〜(つま)(ずま)(め)
栖	{棲}栖。(セイ)〜(す・む)(す)(すみ)『すみか
凄	{淒}凄。(セイ)(サイ)〜(さむ・い)(すご・い)(すさ・まじい)
萋	(セイ)(サイ)
戚	(ソク)(セキ)〜(いた・む)(うれ・える)(みうち)
淒	{淒}凄。(セイ)(サイ)〜(すご・む)(さむ・い)(すご・い)(すさ・まじい)
悽	{淒}悽。(セイ)〜(いたむ)
朞	(キ)(ゴ)
期	(キ)(ゴ)
欺	(ギ)〜(あざむ・く)
棲	{棲}栖。(セイ)〜(す・む)(ずみ)『す『すみか
棲（み）家	すみか
褄	(つま)
榿	(ガイ)(カイ)
漆	(シツ)〜(うるし)(うる)『シチ
漆樹	うるし
蹊	(ケイ)〜(みち)(わた・る)
祁	(キ)(ケ)
圻	(キ)(ギン)〜(さか・い)
岐	(キ)(ギ)〜(たかし)(また)『ちまた『わかれる
其	(キ)(ギ)(ゴ)〜(そ・れ)(そ・の)『し『そ
奇	(キ)〜(く・しき)(あや・しい)(くし)(めずら・しい)『あなしい『あやに『くすし
斉	{齊}斉。(セイ)(サイ)〜(そろ・う)(ひと・しい)(ひと・しく)(あたる)(はやい)(ただ)(なり)(ひと)(ひとし)『ととのう『ととのえる
祈	〔祈〕祈。(キ)〜(いの・る)(のり)(れい)
祇	(ギ)(キ)(シ)〜(くにつかみ)(ただ)(まさに)
竒	(キ)〜(く・しき)(あや・しい)(くし・くも)(めずら・しい)
耆	(キ)(シ)〜(おい・る)
埼	(キ)〜(さき)(さい)(みさき)
畦	(ケイ)〜(あぜ)(うね)『くろ
跂	(キ)〜(つまだ・つ)(むつゆび)
崎	(キ)〜(さき)(さい)(みさき)『さき
淇	(キ)
棊	{棋}棊。(キ)〜(ご)
棋	{棋}棊。(キ)〜(ご)
嵜	(キ)〜(さき)(さい)(みさき)
祺	(キ)〜(さいわ・い)
碁	{棋}碁。(ゴ)『キ
碕	(キ)〜(さき)(さい)(みさき)
齊	{齊}斉。(セイ)(サイ)〜(そろ・う)(ひと・しい)(ひと・しく)(あたる)(はやい)(ひとし)『ととのう『ととのえる
旗	(キ)〜(はた)
緕	(かすり)
鮨	(シ)(キ)〜(すし)
騏	(キ)
騎	(キ)
臍	(セイ)(サイ)〜(へそ)(ほぞ)
麒	(キ)
籏	(キ)〜(はた)
纃	(かすり)
鰭	(キ)(ギ)〜(ひれ)『はた
乞	(コツ)(キツ)(キ)(キケ)(コチ)〜(こ・う)『こう
乞丐	かったい『ゐ
企	(キ)〜(くわだ・てる)
杞	(コ)(キ)
起	(キ)〜(お・きる)(お・こる)(お・こす)(おこ・す)(た・つ)
豈	(カイ)(ガイ)(キ)〜(あに)
啟	{啟}啓。ケイ『ひらく『もうす
啓	{啟}啓。(ケイ)〜(ひら・く)(さと・す)(あき)(あきら)(さとし)(はじめ)(ひろ)(よし)『もうす
綮	(ケイ)
綺	(キ)〜(あや)『かんはた
气	(キ)(ケ)〜(いき)(きがまえ)
気	{氣}気。(キ)(ケ)〜(いき)『ぎ『げ
迄	(キツ)〜(まで)(およ・ぶ)
弃	(キ)〜(すて・る)
汽	(キ)
泣	(キュウ)〜(な・く)『キフ
契	(ケイ)〜(ちぎ・る)『せつ
砌	(サイ)(セイ)〜(みぎり)『みぎん
氣	{氣}気。(キ)(ケ)〜(いき)『ぎ『げ
訖	(キツ)〜(お・える)(お・わる)(ついに)
葺	(シュウ)〜(あし)(ふ・く)(ふき)
棄	(キ)〜(す・てる)
槭	(セキ)(シュク)〜(かえで)
槭樹	かえで『かへで
噐	(キ)〜(うつわ)
憇	(ケイ)〜(いこ・い)(いこ・う)
磧	(セキ)〜(かわら)『かはら
器	〔器〕器。(キ)〜(うつわ)『うつは
憩	(ケイ)〜(いこ・い)(いこ・う)
薺	(セイ)(ザイ)〜(ひと)(ととの・える)(なずな)『なづな
峠	{卡}峠。(とうげ)『たうげ『とうげ
鞐	(こはぜ)
洽	(コウ)〜(あまねし)(うるお・す)
恰	(コウ)(カッ)(チョウ)(キョウ)〜(あたか・も)『カフ
千	(セン)〜(ち)(かず)(ゆき)
仟	(セン)〜(ち)(かしら)
阡	(セン)
竏	(キロリットル)
粁	(キロメートル)
牽	(ケン)〜(ひ・く)
愆	(ケン)〜(あや・まる)
鉛	(エン)〜(なまり)
僉	(セン)〜(みな)
慳	(ケン)(カン)〜(おし・む)
搴	(ケン)〜(と・る)(ぬ・く)
遷	(セン)〜(うつ・る)(うつ・す)(みやこがえ)
謙	(ケン)〜(かね)『へりくだる
簽	(セン)〜(かご)
籤	(セン)〜(くじ)(かずとり)『ひご
韆	(セン)
瓩	(キログラム)
拑	(カン)(ケン)〜(つぐ・む)
前	(ゼン)〜(まえ)(まえ)(さき)(さと)(まい)『ぜ『セン『まへ
前兆	さが
虔	(ケン)〜(つつし・む)
乾	(カン)(ケン)〜(かわ・く)(かわ・かす)(ほ・す)(ひ・る)(いぬい)『ひ『ふ『ゐ
乾し飯	いひ『ほしいい
乾瘡	はたけ
乾飯	{乾飯}干飯。いひ『かれいい
乾肉	ほしし
鉗	{鉗}箝。(ケン)(カン)〜(つぐ・む)(くびかせ)『はさむ
箝	{鉗}箝。(カン)(ケン)〜(す・げる)(くびかせ)(はさ・む)
銭	{錢}銭。(セン)(ゼン)〜(ぜに)(すき)『ぜぜ『ちゃん
蕁	(ジン)(タン)
潜	〔潛〕潜。(セン)〜(ひそ・む)(もぐ・る)(かく・れる)(くぐ・る)(ひそ・める)『かずく『ひそかに
潛	〔潛〕潜。(セン)〜(ひそ・む)(もぐ・る)(かく・れる)(くぐ・る)(ひそ・める)『かずく『ひそかに
黔	(ケン)(キン)〜(くろ・い)
錢	{錢}銭。(セン)〜(ぜに)(すき)『ぜぜ『ちゃん
濳	(セン)〜(ひそ・む)(もぐ・る)(かく・れる)(くぐ・る)(ひそ・める)
籖	(セン)〜(くじ)(かずとり)
凵	(カン)〜(うけばこ)(かんにょう)
浅	〔淺〕浅。(セン)〜(あさ・い)(あざ)(さ)
浅甕	さらけ
淺	〔淺〕浅。(セン)〜(あさ・い)
遣	(ケン)〜(つか・う)(つか・い)(づか・い)(つか・わす)(や・る)『しむ『よこす
譴	(ケン)〜(せめ・る)
鑓	(やり)
欠	〔缺〕欠。(ケツ)(ケン)〜(か・ける)(か・く)(あくび)『かん
欠伸	あくび
刋	(カン)(セン)〜(き・る)(けず・る)
茜	(セン)〜(あかね)
倩	(セン)(セイ)〜(つらつら)(うつく・しい)
嵌	(カン)〜(は・める)(は・まる)(あな)
慊	(ケン)(キョウ)〜(あきたりる)(うら・む)
塹	(ザン)(セン)〜(ほり)(あな)『ほりき
歉	(ケン)(カン)〜(あきたりない)
槧	(ザン)(セン)(サン)〜(ふだ)
篏	(カン)〜(は・める)(は・まる)(あな)
壍	ほりき
羌	(キョウ)〜(ああ)(えびす)『キヤウ
羗	きょん
啌	(クウ)(コウ)
椌	(コウ)
腔	(コウ)『カウ『クウ
槍	(ソウ)(ショウ)〜(やり)(うつ)『サウ
槍鉋	やりがんな
錆	(ショウ)(セイ)〜(さび)(くわ・しい)
鎗	(ソウ)(ショウ)〜(やり)
鏘	(ソウ)(ショウ)
強	(キョウ)(ゴウ)〜(つよ・い)(つよ・まる)(つよ・める)(し・いる)(こわ・い)(すね)『あながち『ガウ『キャウ『キヤウ『しいて『したたか『つとめる
墻	(ショウ)〜(かき)
薔	(バ)(ショウ)(ショク)(ソウ)〜(みずたで)
檣	(ショウ)〜(ほばしら)『シャウ
牆	(ショウ)〜(かき)『シャウ
艢	(ロ)(ショウ)(ゾウ)〜(とも)(ほばしら)
搶	(ソウ)(ショウ)〜(つ・く)
襁	(キョウ)〜(むつき)
繦	(キョウ)〜(むつき)(ぜにさし)
蹌	(ソウ)(ショウ)〜(うご・く)(よろ・めく)
悄	(ショウ)〜(うれ・える)『しおれる『セウ
敲	(コウ)〜(たた・く)(のぼる)『カウ
橇	(キョウ)(ゼイ)(セイ)〜(そり)(かんじき)
磽	(コウ)(キョウ)
鍬	(ショウ)(シュウ)〜(くわ)(すき)『くは
喬	(キョウ)〜(たか・い)(たかし)(たか)『ケウ
僑	(キョウ)〜(きゅう)『ケウ
蕎	(キョウ)〜(そば)
憔	(ショウ)(セウ)(ソウ)〜(やつ・れる)(やせ・る)
橋	(キョウ)〜(はし)(ばせ)『ケウ
樵	(ショウ)〜(きこ・る)(こ・る)(きこり)『セウ
巧	(コウ)〜(たく・み)(たく・む)(うま・い)(かつ)(たくみ)(よし)『カウ
巧み	たくみ
愀	(シュウ)(ショウ)
峭	(ショウ)〜(きび・しい)(けわ・しい)
殼	{殼}殻。(カク)(コク)(バイ)〜(から)『かい『かひ
誚	(ショウ)〜(せ・める)
鞘	(ショウ)(ソウ)〜(さや)
翹	(ギョウ)〜(あ・げる)(つまだ・てる)
竅	(キョウ)〜(あな)『ケウ
切	(セツ)(サイ)〜(き・る)(き・る)(き・り)(き・り)(ぎ・り)(き・れる)(き・れる)(き・れ)(き・れ)(ぎ・れ)(きつ)(きり)(ぎり)『せち
切っ先	きっさき
苆	すさ『つた
茄	(カ)『なす『なすび
茄子	なす『なすび
且	(ショ)(ソ)(ショウ)〜(か・つ)(あき)(かつ)『かつ『しばらく『シャ
妾	(ショウ)〜(めかけ)(そばめ)(わらわ)『セフ『わらは
怯	(キョウ)(コウ)〜(ひる・む)(おびえ・る)(おじる)(おび・える)(おそ・れる)『ケフ
窃	〔竊〕窃。(セツ)〜(ぬす・む)(ひそ・か)『ひそかに
挈	(ケイ)(ケツ)〜(ひっさ・げる)
篋	(キョウ)〜(はこ)
竊	〔竊〕窃。(セツ)〜(ぬす・む)(ひそ・かに)
侵	(シン)〜(おか・す)
衾	(キン)〜(ふすま)
駸	(シン)
芹	(キン)〜(せり)(せい)(よし)
秦	(シン)〜(はた)(たい)(はだ)(やす)『はたしん
琴	(キン)〜(こと)『ゴン
禽	(キン)〜(とり)(とりこ)
勤	〔勤〕勤。(キン)(ゴン)〜(つと・める)(づと・め)(つと・まる)(いそ・しむ)
擒	(キン)〜(とら・える)(とりこ)
檎	(キン)(ゴン)(ゴ)
懃	(キン)(ゴン)〜(ねんごろ)
寝	{寢}寝。(シン)〜(ね・る)(ね・かす)(い・ぬ)(みたまや)(や・める)『い『ぬ『ね
寢	{寢}寝。(シン)〜(ね・る)(ね・かす)(い・ぬ)(みたまや)(や・める)『い『ぬ『ね
沁	(シン)〜(し・みる)
青	〔靑〕青。(セイ)(ショウ)〜(あお)(あお)(あお・い)(お)『あを『シャウ
靑	〔靑〕青。あお『あおい『ショウ『セイ
卿	(ケイ)(キョウ)〜(きみ)『かみ『キャウ『キヤウ『まえつきみ『まちぎみ『まへ
圊	かは『かわや
清	〔淸〕清。(セイ)(ショウ)(シン)〜(きよ・い)(きよ・まる)(きよ・める)(あき)(さや)(し)(すが)(すみ)(せ)(ちん)『さやか『シャウ『すがやか『すむ
淸	〔淸〕清。きよい『きよまる『きよめる『ショウ『セイ
軽	{輕}軽。(ケイ)〜(かる・い)(かろ・やか)(かろ・んじる)『かる『キャウ『キョウ『キンṬ
傾	(ケイ)〜(かたむ・く)(かたむ・ける)(かたぶ・く)(かた・げる)(かし・げる)
輕	{輕}軽。(ケイ)〜(かる・い)(かろ・やか)(かろ・んじる)『かる『キャウ『キョウ『キンṬ
蜻	(セイ)
鯖	(セイ)(ショウ)〜(さば)
勍	(ケイ)〜(つよ・い)
情	(ジョウ)(セイ)〜(なさ・け)『ジャウ『ジヤウ
晴	(セイ)〜(は・れる)(は・れ)(は・れ)(ば・れ)(は・らす)(はる)(はれ)
檠	(ケイ)〜(ゆだめ)
黥	(ケイ)(ゲイ)〜(いれずみ)
頃	(ケイ)(キョウ)〜(ころ)(ごろ)(しばら・く)(ころも)『このごろ『ころ
請	(セイ)(シン)(ショウ)〜(こ・う)(う・ける)(うけ)『シャウ『シヤウ
謦	(ケイ)〜(しわぶき)
慶	(ケイ)〜(よろこ・び)(き)(きよん)(け)(みち)(む)(やす)(よし)『キャウ『キョウ『よろこぶ
磬	(ケイ)『きん
親	(シン)〜(おや)(おや)(した・しい)(した・しむ)(ぎ)(ちか)(のり)『ちかい『みずから
穹	(キュウ)(キョウ)〜(あめ)(そら)
蛩	(キョウ)〜(こおろぎ)
蛬	(キョウ)〜(ころぎ)(きりぎりす)
跫	(キョウ)〜(あしおと)
煢	(ケイ)〜(ひとりもの)
窮	(キュウ)(キョウ)〜(きわ・める)(きわ・まる)(きわ・まり)(きわ・み)
瓊	(ケイ)〜(たま)『に『ぬ
丘	(キュウ)〜(おか)(たかし)『お『キウ『ク『つかさ『を『をか
邱	(キュウ)〜(おか)
秋	(シュウ)〜(あき)(とき)(あい)『シウ
蚯	(キュウ)〜(みみず)
萩	(シュウ)〜(はぎ)(は)
湫	(シュウ)(ショウ)〜(くて)『くで
楸	(シュウ)〜(きささげ)(ひさぎ)
穐	(シュウ)〜(あき)(とき)
鞦	(シュウ)〜(ふらん・に)(しりがい)『しりがき
鰍	{鰍}鰌。(シュウ)(シュ)〜(かじか)(いなだ)(どじょう)『どぢやう
鰌	{鰍}鰌。(シュ)(シュウ)〜(どじょう)『どぢやう
龝	(シュウ)〜(あき)(とき)
囚	(シュウ)〜(とら・われる)『シウ『とらえる
求	(キュウ)(グ)〜(もと・める)『キウ
虬	{虯}虬。づ『みずち
虯	{虯}虬。づ『みずち
泅	(シュウ)〜(およぐ)
酋	(シュウ)(ジュ)〜(おさ)(ふるざけ)(さけのつかさ)『シウ
逑	(キュウ)〜(つれあ・い)
逎	(シュウ)〜(せま・る)(つよ・い)
球	(キュウ)〜(たま)(く)『キウ
梂	いが『かさ
毬	(キュウ)〜(いが)(まり)『かさ『キウ
釻	つく
遒	(シュウ)〜(せま・る)(つよ・い)
裘	(キュウ)(グ)〜(かわごろも)『キウ
糗	はったい
区	{區}区。(ク)(オウ)(コウ)『まち
屈	(クツ)〜(かが・む)(かが・める)(くっ)『かがまる
區	{區}区。(ク)(オウ)(コウ)『まち
蛆	(ソ)(ショ)〜(うじ)
躯	{軀}躯。(ク)〜(むくろ)(からだ)
駆	〔驅〕駆。(ク)〜(か・ける)(か・る)
嶇	(ク)〜(けわ・しい)
麹	{麴}麹。(キク)〜(こうじ)『かうぢ
駈	(ク)〜(か・ける)(か・る)
髷	(キョク)〜(まげ)(わげ)
趨	(スウ)(ソク)〜(しゅ)(おもむ・く)(はし・る)
軀	{軀}躯。からだ『ク『むくろ
麴	{麴}麹。かうぢ『キク『こうじ
驅	〔驅〕駆。(ク)〜(か・ける)(か・る)
劬	(ク)〜(つか・れる)
渠	(キョ)〜(かれ)(なんぞ)(なに)(みぞ)(いずくんぞ)(だかり)
瞿	(ク)〜(おそ・れる)(み・る)
衢	(ク)〜(みち)『ちまた
曲	(キョク)〜(ま・がる)(ま・げる)(まがた)『くせ『くま『ごく『み『わ『わだ
取	(シュ)〜(と・る)(と・り)(と・り)(とり)(ど・り)(どる)
娶	(シュ)〜(めと・る)(めあわ・せる)
齲	(ク)(ウ)〜(むしば)
去	(キョ)(コ)〜(さ・る)(さ・る)(い)『いぬ
趣	(シュ)〜(おもむき)(おもむ・く)
闃	(ゲキ)(ケキ)〜(しずか)(ひっそり)
悛	(シュン)(セン)〜(あらた・める)
圈	{圈}圏。(ケン)〜(かこ・い)
圏	{圈}圏。(ケン)〜(かこ・い)
全	(ゼン)〜(まった・く)(すべ・て)(たけ)(まさ)『うつ『まっとうする
泉	(セン)〜(いずみ)(いず)(ずい)(ずみ)(ぜい)(ぜん)(の)『いづ『いづみ
拳	(ケン)(ゲン)〜(こぶし)
痊	(セン)
惓	(ケン)〜(うむ)
筌	(セン)〜(うけ)(うえ)『うへ
湶	(セン)〜(いずみ)(ぜに)
楾	(はんぞう)
詮	(セン)〜(せん・ずる)(かい)(あき・らか)(あき)『かひ
蜷	(ケン)〜(にな)『みな
蜷局	とぐろ
銓	(セン)〜(はか・る)
権	{權}権。(ケン)(ゴン)〜(おもり)(かり)(はか・る)『はかり『はかりごと
權	{權}権。(ケン)(ゴン)〜(おもり)(かり)(はか・る)『はかり『はかりごと
顴	(ケン)(カン)
犬	(ケン)〜(いぬ)(いぬ)
犬児	{犬兒}犬児。えのころ『ゑのこ
犬兒	{犬兒}犬児。えのころ『ゑのこ
犬子	えのころ『ゑのこ
綣	(ケン)
券	(ケン)
椦	(ケン)〜(まげもの)
勧	〔勸〕勧。(カン)(ケン)〜(すす・める)『クヮン
勸	〔勸〕勧。(カン)(ケン)〜(すす・める)『クヮン
缺	〔缺〕欠。(ケツ)(ケン)〜(か・ける)(か・く)
闕	(ケツ)〜(か・ける)『けち
却	{卻}却。(キャク)〜(かえ・って)(しりぞ・く)(しりぞ・ける)
卻	{卻}却。(キャク)〜(かえ・って)(しりぞ・く)(しりぞ・ける)
埆	(カク)〜(きそ・う)『そね
雀	(ジャク)(ジャン)(サク)(シャク)〜(すずめ)(ざく)
舃	くつ
塙	(カク)(コウ)〜(はなわ)(かた・い)(はな)『はなは
愨	(カク)〜(つつし・む)(まこと)
確	(カク)(コウ)〜(たし・か)(たし・かめる)
鵲	(シャク)(ジャク)〜(かささぎ)
逡	(シュン)〜(しりぞ・く)
裙	(クン)〜(もすそ)
羣	(グン)〜(む・れる)(むれ)(むら)(むら・がる)
群	(グン)〜(む・れる)(む・れ)(むら)(むら・がる)(ぐり)(ぐ)(こお)(こおり)(ごうり)
然	(ゼン)(ネン)〜(しか)(しか・り)(しか・し)(さ)『さる『しかも『しかるに
髯	(ゼン)〜(ひげ)
燃	(ネン)〜(も・える)(も・やす)(も・す)『ゼン
燃え杭	ぐひ『もえぐい
冉	(ゼン)(ネン)〜(あや・うい)
苒	(ゼン)
染	(セン)〜(そ・める)(ぞ・め)(ぞめ)(そ・まる)(し・みる)(じ・みる)(し・み)(し・める)(そめ)『ゼン
穣	〔穰〕穣。(ジョウ)〜(わら)(ゆたか)(しげ)(みのる)『ジャウ
孃	{娘}孃。(ジョウ)〜(むすめ)『ヂャウ
禳	(ジョウ)〜(はら・う)
穰	〔穰〕穣。(ジョウ)〜(わら)(ゆたか)(みのる)『ジャウ
壌	〔壤〕壌。(ジョウ)〜(つち)『ジャウ
壤	〔壤〕壌。(ジョウ)〜(つち)『ジャウ
攘	(ジョウ)〜(ぬす・む)(はら・う)『ジャウ
譲	〔讓〕譲。(ジョウ)〜(ゆず・る)(ゆずり)『ジャウ
讓	〔讓〕譲。(ジョウ)〜(ゆず・る)『ジャウ
橈	(ドウ)(ジョウ)(ニョウ)〜(かい)(かじ)(たわ・む)(たわ・める)
饒	(ジョウ)(ニョウ)〜(ゆたか)(ぬう)(の)(よ)『ゼウ『ネウ
擾	(ジョウ)〜(みだ・れる)(みだ・す)(わずら・わしい)『ゼウ
遶	(ニョウ)(ジョウ)〜(めぐ・る)
蟯	(ギョウ)(ジョウ)
繞	(ジョウ)(ニョウ)〜(めぐ・る)(まわ・る)(もとう・る)(まとう)『ゼウ『ネウ
惹	(ジャク)(ジャ)〜(ひ・く)
