栃	<杤𣜜櫔>
栄	<荣榮>
栅	[`柵⇋栅]<𣑭𥬰𨴕>
栆	「棗」
标	[標-标]
栈	[棧-栈]
栉	[櫛-栉]
栊	[櫳-栊]
栋	[棟-栋]
栌	[櫨-栌]
栎	[櫟-栎]
栏	[欄-栏]
树	[樹-树]
栒	<簨>
栔	<契>
栕	<桭>
栖	[`棲栖↛栖]<捿生>
栗	[凓⇀慄栗`↛栗]<傈𡨓㮚𣗴𣡷𣡼𠘍𢢙>_「-裂-歷」_<𣓨>
栚	<𣒁㮳㯢>
栝	<𣐸桰㮇>{括}_
栞	[栞⇀刊]<𣓁刋>_{枅}
栟	<栟>
栠	<栣>
校	<挍𤲽𨬛>「-骹-絞-效」
栢	[栢⇀柏]
栣	<栠>
栧	<枻>
株	<朱>
栭	<栮>
栮	<栭>
栯	<㮋>
栰	[栰⇀筏]<橃>
栱	<拲>
栲	<𣐊𣑥𣛖𥬯>「*拷」
栳	<䇭>
栴	<𣑪𣒰㮵>
栵	<𣔜𣖊>
样	[樣-样]<様>_{橡}
核	[覈核`↛核]<𣝗荄>
根	<𣏄𣒨>
栻	<式>
格	<𠲱𢓜䈷>「-落-垎-輅」
栽	<㘽𣔮𣖋𣒭𥯒𦳦>
栾	[欒-栾]<圝>
桀	<㘶𡏝榤傑>
桁	<斻航>_<衡>
桂	<筀>
桃	<𣑯𤕷>
框	<匡𨴑>
案	<桉>「-安-按」
桉	<案>
桊	<棬𣗷>
桌	[槕⇀桌]<卓棹>
桐	<𣑸>「-通-僮」
桑	[桒⇀桑]<𠭌𠭨𣕐>
桒	[桒⇀桑]<𠭌𠭨𣕐>
桓	<𣒯>
桔	<吉㮮𣚃橘>
桕	{槔}
桗	<朵>
桘	<槌>{椎}_
桙	<㭌杅模>
桚	<㭮拶>
桜	<櫻樱>
桝	<枡>
桟	<棧>
桠	[椏-桠]{丫}
桡	[橈-桡]
桢	[楨-桢]
档	[檔-档]
桤	[榿-桤]
桥	[橋-桥]
桦	[樺-桦]
桧	[檜-桧]
桨	[槳-桨]
桩	[樁-桩]
桪	[樳-桪]
桫	<𣘡>
桬	{桫}
桭	<栕>
桮	[盃桮杯↛杯]_<𠤯>
桯	<楹>
桰	<栝檜>
桳	<㮥軬>
桴	<坿柎泭𣻜>「-孚-枹」
桵	<㮃>
桶	{甬}
桷	<構>
桸	<獻>
桹	<榔樃>
桺	[栁桺⇀柳]<𣓠橮>
桼	<漆>_<七>
桿	[桿杆`↛杆]<檊竿笴>
梀	{栜}
梁	[樑梁`↛梁]<𣸑𣹷𨎛粱掠>
梃	{挺挺}
梄	「槱」
梅	[楳槑⇀梅]<梅坆𣏁某栂𣒫𤯏>_<梅>
梉	「*粧」
梊	<摕>
梋	<鋗鐶>
梌	<㭸>
梍	<皁>
梏	<牿>「-覺-攪」
梐	<㯇>
梓	<杍榟>
梔	[`梔⇋栀]<支>
梕	<杒>「軔」
梖	[梖-𪱷]
梗	<𣖀㾘>
梘	[梘-枧]<筧>
梙	<槵>
梜	<筴>_<挾>
條	[條-条]<𣒼樤修絛滌挑>
梟	[梟-枭]<𤡔𩾓𩾣䲷𩿋鴵鷍撓>
梠	<莒>
梡	<棵㯘>
梢	<𥳓萷䔠橚揱>「*捎-旓-箾」_<綃>
梣	<𣘕橬𣠟>
梤	<棻>
梥	<松>_<枩柗>
梦	[夢-梦]<夣㙹𡪎㝱𡬌瞢𦴋𧁌>
梧	<敔>
梨	[棃⇀梨]<離>_<梸>
梩	<杞耜>_<㭒>
梪	<豆>
梫	<𣖽>
梭	<𣜤𥭟>
梮	<挶輂䡞㮂>{檋}
梯	「-荑」
梱	<困㮯閫>
梲	[梲-棁]「-銳-脫」
梳	<𣐌𣓜𣙳㧧疏>
梴	「-筵」
梵	<芃檒>
梸	<棃>_<梨>
梹	<檳>
梼	[檮-梼]
梾	[棶-梾]
梿	[槤-梿]
检	[檢-检]<検>
棁	[梲-棁]
棂	[~櫺欞-棂]
棃	[棃⇀梨]<梸>_「-黎」
棄	[`棄⇋弃]<毀甭𠔚𠆉𠬇𢍞𨓫>_<𣓪>
棅	<柄>
棇	<樬楤𣚜>
棉	<𣏜㮌>
棊	[碁棊⇀棋]<檱>
棋	[碁棊⇀棋]<檱㯦櫀琪騏>_「-基」
棎	<𣔻𣖒>
棏	<㯖㭙>
棐	「*扉-榧-篚-匪-菲」
棑	{排}
棒	<㭋棓>
棓	<𣘙㯁𤗏杯棒>_<部>
棕	[椶⇀棕]
棖	[棖-枨]<𣥺>_「*橙-樘」
棗	[棗-枣]<𣕿𠐇>
棘	<𢄬𣘐㯤𣡍>「-瘠-戟-亟-偪」(逼)
棙	「*捩」
棛	<𣚥>
棞	{梱}
棟	[棟-栋]<𤗗>_{楝}
棠	<㭻>「-塘-樘」
棡	[棡-㭎]
棢	<輞>
棥	<樊>{楙}
棧	[棧-栈]<桟椾𢯆碊轏>
棨	<𢧊>
棪	<𣝎>
棬	<桊𥁠𥁸>
棭	「掖」
棯	<菍㰂>
棰	[箠棰↛棰]<捶>
棱	[稜棱↛棱]<楞菱>
棲	[`棲栖↛栖]<捿生西>
棳	「*綴」
棵	<𤖇科窠梡>
棶	[棶-梾]
棷	<藪>「-菆」
棹	[櫂棹↛棹]<桌>
棺	<𣑄>
棻	<㯣梤>「-紛」
棼	「-紊」
棽	<𡹚>
棿	<輗>「-掜」
椀	[盌椀㼝⇀碗]
椁	[`槨⇋椁]<𣠐𥕖郭>
椃	<𣘫>
椄	<接>
椅	<倚>
椇	<㮂>
椈	<𣓌>
椉	[乗椉⇀乘]<𠨇𣔕𠓸𠅞𠅟>
椊	<㯜>「-脆」
椌	{控}
植	<㯰>「-志-殖」
椎	<顀𩪀槌捶錘>_<桘魋>
椏	[枒椏丫↛丫‒椏-桠]<亞𩭯椰>
椐	<櫸>
椑	<𣔬>
椒	<𣐹𣓙茮>
椓	<𢽚𨧧斀>
椗	[矴⇀椗碇↛碇]
椘	<楚>
検	<檢检>
椝	[槼-椝]
椟	[櫝-椟]_<匵>
椠	[槧-椠]
椢	[槶-椢]
椤	[欏-椤]
椫	[樿-椫]
椭	[橢-椭]
椮	[槮-椮]{罧}
椯	<𣖃𣜅𦓝>
椰	<枒㭨䓉>
椱	<𣘅>
椲	[椲-㭏]<楎>
椴	<葮>「*籪」
椵	<枷>{椴}
椶	[椶⇀棕]<㯶𣞛>
椷	[椷緘↛緘]<函㮭>
椸	<提𤕮𤕴𤖌䈕箷>
椹	<枮砧鍖葚>
椻	<揠>
椽	<㯌>
椾	[椾⇀牋箋↛箋]<棧>
椿	<杶櫄>
楂	<柤查槎樝>
楃	<幄>
楄	「-扁」
楇	<輠>
楈	<胥>
楊	[楊-杨]<鸉揚>
楍	<本>
楎	<椲>
楐	<庎>
楑	<揆>
楒	<思>{總}
楓	[楓-枫]<杋檒>
楔	<榍槷>_<契>
楕	<橢>
楖	<櫛>
楗	<𨵭>{鍵}「-蹇」
楘	<𣖶𨍎𨎸鞪>「-柔」
楙	<枆柕>「茂-貿」
楚	<椘𣕑𣗂檚𤻇䠂>_<𣗢>
楝	<欄練>
楞	[愣楞↛楞]<棱>_「稜」
楠	[枏⇀柟楠↛楠]<𣔎>
楡	<榆>
楢	<槱>
楤	<棇>
楥	[楥楦↛楦]<榬>_{援}
楦	[楥楦↛楦]<𩋢榬>
楧	<柍>
楨	[楨-桢]
楪	<枼牒碟>_<牃>
楫	[檝⇀楫]<艥輯>
楬	<概櫭毼䥟>_<傑>
業	[業-业]<㸣𤎸𤑽>_「-陧」_<𢄁>
楮	<柠櫧>
楯	<盾輴>「-揗」
楳	[楳槑⇀梅]<梅>
楴	<柢>
極	[極极-极]<㭲>_「-亟-殛」
楶	<㮞>
楷	<𣒉𣗀>
楸	<橚>_<萩>
楹	<桯𣟅>
楺	<揉煣>
楻	<艎>
楼	[樓-楼]
楽	<樂>_<乐>
概	[槩⇀概]<槪楬㮣溉>_「*蓋」_<槪>
榄	[欖-榄]
榅	[榲-榅]<樢>
榆	「-搖-輸」_<楡>
榇	[櫬-榇]
榈	[櫚-榈]
榉	[櫸-榉]
榍	<𣕋楔>
榎	<檟>
榏	<艗>
榐	<𣒅碾盞>
榑	<欂扶>
榓	<樒櫁>
榔	<樠桹>
榕	<𣙚>
榖	<𣖫>
榘	[榘⇀矩‒矩榘-矩]_<巨>
榙	<㯚>
榛	<𣐽𣘘樼𣝾㰉𦽥𦿒>_<蓁>
榜	[牓榜↛榜]<㮄搒滂>_「*旁*傍」
榝	<𣛶蔱>_<樧>
榟	<梓>
榠	「茗」
榡	<素>
榢	<架>
榣	<榣>
榤	<桀>
榥	<幌>
榦	[榦幹↛幹]<𣘒干𢧀乾乹亁𠃵𠄃𠄊𣦖漧>_「-韓」
榧	{棑}
榨	[搾榨↛榨]<窄苲醡𨢛𨢦𨢧𨣜𨣮>_<𨢃>
榪	[榪-杩]
榫	<㔼笋筍>
榬	<楥𥰟>
榭	<射𣛘豫>_<謝>
榮	[榮-荣]<栄滎營䁝>
榲	[榲-榅]<樢>
榴	<橊留>
榷	[𣙜⇀搉榷↛榷]<𣒆𣓘㰌𨢜攉>
榺	{滕}_<𣚗>
榻	<㯓闒闟>「*搨」
榼	<𣖁𥃕醘𨢸>
榾	「*滑」
榿	[榿-桤]<机>
槀	[槀⇀槁]<犒稾>
槁	[槀⇀槁]<稿藁𩫓犒笴橋>_「-篙」
槃	<柈盤>「-般」
槆	<橁>
槇	<槙稹顛>
槈	<耨>_<鎒>
槊	<𣔒𣓞㮶搠矟䔠銏鎙>
構	[搆構↛構-构]<桷冓𡻉購篝遘覯轂>
槌	<桘椎搥>
槍	[鎗槍↛槍-枪]<𥎄>
槎	<𠞊查楂𣞚茬>「*碴」
槏	<𣓅廉>
槑	[楳槑⇀梅]<梅坆𣏁某栂𣒫𤯏>
槒	<慉>
槓	[槓杠`↛杠]
槔	<𣓌槹橰>
槕	[槕⇀桌]<卓棹㔬𠤚𠤟𠤞𢂦𢂚>
槖	<橐>
槗	<橋>_<𣘺>
様	{橡}_<樣样>
槙	「稹」_<槇顛>
槚	[檟-槚]
槛	[檻-槛]
槜	<檇>
槞	[槞↦栊]<櫳>
槟	[檳-槟]
槠	[櫧-槠]
槣	<敧>
槤	[槤-梿]<連>「*斂」
槥	<檅櫘橞>_<轊>
槧	[槧-椠]
槨	[`槨⇋椁]<𣠐𥕖>
槩	[槩⇀概]<槪>
槪	<概槩楬㮣>
槫	<𡭐輇輲>「-摶」
槭	<㰗摵>「*慽」
槮	[槮-椮]<𣚈𣟹蔘罧簪>
槰	<𣟀>
槱	<楢𣜃𥙫禉炒>_<梄>_<𤍕>
槲	<𣘳>
槳	[槳-桨]<㯍𥶝𥷃>
槴	<㨭>
槵	<梙>
槶	[槶-椢]<幗䈐>_{簂}
槷	<楔槸臬闑>
槸	<槷𣞕>
槹	<槔>
槺	<㝩䆲>
槻	<𡦑>
槼	[槼規↛規‒槼-椝]
槽	<㯾𣡘>
槾	<樠>{鏝}
樀	<𣚌㰅㭙>
樁	[樁-桩]
樂	[樂-乐]<楽㦡𨊊>
樃	<桹>_<榔>
樄	<陳>
樅	[樅-枞]「*摐」
樉	<𣜪>
樊	<棥𤕩藩>「-鞶」
樌	<權灌>
樏	<欙虆>
樐	[艪㯭樐⇀艣櫓↛櫓]
樑	[樑梁`↛梁]<𣸑𣹷𨎛>
樒	<梣>「榓」_<櫁>
樓	[樓-楼]<𩫰>
樔	<罺>「-劋」_<剿>
樕	<𣙙㯈>
樗	<櫖>{樺}_<檴>
樘	<橖橕𨎋撑>_<棠>
標	[標-标]<墂幖𣠙𢲗>
樚	<櫝>
樛	<朻𣚉>「-摎」
樜	<柘>_<𣙃>
樝	<柤查𣕈楂>
樞	[樞-枢]
樟	<章>
樠	<槾榔>
模	<𡘲𡆶桙橅𤏠摹>「摩」_<摸>
樢	[樢-㭤]<榅蔦>
樣	[樣-样]<様橡𢵎>_「*揚」
樤	<條>
樦	<䇠>
樧	<榝𣛶蔱>
権	<權>
横	[橫-横]<櫎撗衡黌桄>
樫	[樫-㭴]
樬	<棇>
樯	[檣-樯]
樱	[櫻-樱]<桜>
樳	[樳-桪]<尋>
樴	<𣖿杙>
樵	<𣟶䕴>_<𣛑>
樶	<𣖱>
樷	<叢䕺>_<藂>
樸	[樸朴-朴]<檏㯷扑>
樹	[樹-树]<侸𠊪𣕒尌𡬾𢒳𣗳𣚤𨅒>
樺	[樺-桦]<𣛛檴華>
樻	<𣟨匱櫃>
樼	<榛>
樽	[罇⇀樽]<墫撙>_<尊>
樾	<𣙾𣜀>
樿	[樿-椫]
橀	<𣕆>
橁	<槆>{杶}
橃	<栰筏𦪑>
橅	<模撫>
橆	<無蕪>_<𣞤>
橇	<橋毳䢪>
橈	[橈-桡]<𣓤𦪛>_「-燿」
橊	<榴>_<留>
橋	[橋-桥]<𣘺槗橇墧鞽喬檋矯槁>_「-憍」
橌	<橺>
橏	<𣜆>
橐	<槖𡇈𢅍>_<𢄿>
橑	<𢄷𣟆>
橓	<蕣>
橔	<𧝋>
橕	<樘>「-撐」
橖	<樘>
橘	<桔>
橙	<䔲凳>
橚	<梢櫹楸>
橛	[橜⇀橛]<嶡厥𣐍氒𦪘撅>
橜	[橜⇀橛]<嶡厥𣐍氒𦪘>
橝	<𣡣>「-尋-覃」
橞	<槥>
機	[機-机]<幾>「-異」_<几榿>
橠	<㰙>
橡	<樣>
橢	[橢-椭]<楕㯐㰐>
橤	[蕋蘂⇀橤蕊↛蕊]<𣛚𦁞繠>_<惢>
橥	[櫫-橥]
橦	<㮔>
橧	<竲𧲅>_<曾增繒>
橨	<𤖘䒈>
橪	<㮒>
橫	[橫-横]<櫎撗>_「-桄-黌-衡」
橬	<梣>
橭	<𣖥枯>
橮	<柳>
橰	<槔>
橱	[`櫥⇋橱]<廚厨>
橹	[櫓-橹]
橺	<橌>
橼	[櫞-橼]
橾	<鍬>{操}
檀	<單𣞀>
檁	[檁-檩]
檃	<檼櫽>_<𨽌>
檄	<𣜥>
檅	<槥>
檆	<杉>_<杦櫼煔>
檇	<槜㰎欈>
檈	<𣞲>
檉	[檉-柽]<朾>
檊	<杆>
檋	<𣐊𣔑𣞶𣡴輂蹻>_<橋>
檍	<𣚍𣟥>
檏	<樸>
檐	[簷檐↛檐]<厃櫩𣡞𤖝䦲擔>
檑	<櫑礧>
檒	<梵楓風>
檔	[檔-档]<𨎴>
檖	<𣔾>「-邃」
檗	<檘蘖>_<蘗>
檘	<枰檗>
檙	<朾>
檚	<楚>
檛	<𥬲>
檜	[檜-桧]<桰鄶>
檝	[檝⇀楫]<艥>
檟	[檟-槚]<榎>
檠	<𢐧㯳擏擎>
檡	<菟>
檢	[檢-检]<検>
檣	[艢⇀檣-樯]<𣞱𣝿𣞸𤕽>
檤	<𣜦>
檥	<艤>
檦	<㯹>
檧	<䈡䉥>
檩	[檁-檩]
檪	「櫟」
檫	<𣘤>
檭	[檭-𣘴]
檮	[檮-梼]<𣚑𣝷𤘀>_「-籌-擣」
檯	[臺檯颱台-台]<枱>
檰	<㰃>{棉}
檱	<棋>_<棊>
檳	[檳-槟]<梹㰋>
檴	<㯉樺>
檵	[檵-𪲛]<杞>
檶	<杴>
檷	<𣐐鉨鈮>
檸	[檸-柠]<楮>
檹	<𣚂>
檻	[檻-槛]<轞㯺>「-濫」
檼	<櫽檃>
檽	<㮕𣚐>
檾	[苘↝檾-𦼖]<𣘑𤍔䔛>
檿	<𣝓>
櫀	<棋>
櫁	<榓>_<樒>
櫂	[櫂棹↛棹]<䑲桌>
櫃	[櫃柜-柜]<匱樻櫸>
櫄	<杶椿>
櫅	[櫅-𪲎]
櫆	<魁>
櫈	[櫈⇀凳]<橙鐙>
櫋	<𣝼>
櫌	<耰>
櫍	<質>
櫎	<横幌>「衡橫」
櫏	<杄𣘝>
櫐	<蘽>
櫑	<𤴊𥃇檑罍>「*擂」_<𦉩>
櫒	<𣘤>
櫓	[艪㯭樐⇀艣櫓↛櫓-橹]<杵鹵>
櫔	<杤𣜜栃>
櫕	<欑>
櫖	<樗>
櫘	<槥>
櫙	<蓲>
櫚	[櫚-榈]
櫛	[櫛-栉]<楖扻>_<櫛>
櫜	<𡒩𩏤>
櫝	[櫝-椟]<匵樚>
櫞	[櫞-橼]
櫟	[櫟-栎]<檪櫪㰛>
櫠	[櫠-𪲮]
櫡	<𣃈𣃑𥗁鐯𨮿箸>
櫥	[`櫥⇋橱]<廚厨幮㕑>
櫧	[櫧-槠]<楮䡤>
櫨	[櫨-栌]<㭔盧籚纑>
櫩	<𢸴檐>
櫪	[櫪-枥]<櫟𣙽歷磿>_「*瀝」
櫫	[櫫-橥]
櫬	[櫬-榇]<藽𧅜>
櫭	<楬>
櫮	<萼>
櫱	[櫱-蘖]<蠥孼>_「蘗」_<𣖂𣔏𣡌𣎴㮆>
櫲	<𣛿豫>
櫳	[櫳-栊]<㰍>「*攏」_<槞>
櫴	<攋>
櫸	[欅↝櫸-榉]<柜椐>
櫹	<橚>「楸」
櫺	[~櫺欞-棂]<㯪軨靈>
櫻	[櫻-樱]<桜>
櫼	<杉>
櫽	<檃檼>
櫾	<𣟾柚>
欁	<農>
欂	<榑>
欃	<𣔵𣛳𣝊㸥>
欄	<栏欗楝>
欄	[欄-栏]<欄欗楝>
欅	[欅↝櫸]<﨔>
欆	<𢅻>
欇	[欇-𪳍]<𣠞聶>
欈	<檇>
欉	<叢>
權	[權-权]<権樌灌顴爟>
欋	<𦔬>
欍	[欍-𣐤]
欎	「欝」
欏	[欏-椤]
欐	[欐-𪲔]<麗>
欑	[欑-𪴙]<櫕𣪁攢鑽>
欒	[欒-栾]<圝鑾孿>
欓	[欓-𣗋]
欖	[欖-榄]<𣛱㰖>
欗	<欄>_<欄楝栏>
欘	<𣚚斸>
欙	<樏蔂>「-縲」
欚	<𣜡𦪶𦫆𦫈麗>
欛	<𣠽杷耙>
欝	[鬰欝⇀鬱]
欞	[~櫺欞-棂]<㯪>
欟	<𣠤>
欠	<㐸𣣓>_<缼缺歇>
次	<𣄭𠕞𠤣𦮏>「-恣」_<次>
欢	[歡-欢]_<懽>
欣	<俽惞訢>「-睎」
欤	[歟-欤]
欥	{遹}
欦	<㰹𣢺>
欧	[歐-欧]
欪	<咥>
欬	[欬咳↛咳]<噫𤸺𠹛𠺡孩>
欮	<掘瘚>「-蹶」
欯	<咭>
欰	<㖅>
欱	<𣣹𦦕>
欲	[慾欲`↛欲]<𡟔>
欳	<喟>
欵	[欵⇀款]
欶	<𠲿嗽>
欷	<𣣐>{唏}
欸	<㖑譮>
欹	<㿲𥀴攲>「-猗」
欺	<倛>
欻	<歘>
欼	<𣣯㱀𠭋嘬>{歠}
欽	[欽-钦]<撳𣣽顉廞吟>
款	[欵⇀款]<𣢸𣣇歀𣣙𣤂㱁窾>
欿	<𣣻𣤉歘坎>_<鍖>
歀	<款>「隸」
歂	<𣤀喘>
歃	<哈喢㰱𣣨𦦕>
歅	「-湮」
歈	<𣤏>
歉	<䭑慊>「*牽」
歊	<歒𣤙>_<蒿>
歋	<𣣢>
歌	[謌⇀歌]<可哥𡃭𣤑𣤒謂>
歍	<嗚>
歎	[歎嘆↛嘆-叹]<𣥁𪇽嘆𡂥又>
歏	{歎}
歐	[歐-欧]<嘔謳毆敺>
歑	<𣣕𣣍>「-呼」
歒	<歊>{敵}
歓	<歡>_<驩>
歔	<嘘𡃧>_{噓}_<歔>
歕	<噴>
歖	<喜懿>
歗	<嘯>
歘	<欿>「欻」
歙	<㒆翕>「*攝」
歛	[歛斂↛斂]<敛>
歜	<𧃏>
歝	<斁>
歟	[歟-欤]<與>
歠	<𠽶𡂜𣤌>_<吷>
歡	[懽讙驩歡↛歡-欢]<孉歓𧆒𩿊>「-勸」
止	<址趾阯>「-豸-之」_<沚>
正	<㱏𤴓𧾸政>「-誠-整-證」_<𣥔>
此	<𣥅>
步	[歨↦步]<歩埠𡵯𣥶𩣝酺>
武	<𢎁䟼>「-舞」_<𭟰>
歧	<枝𣥖䅩岐跂>
歨	[歨↦步]
歩	<步埠𡵯歨𣥶𩣝>
歪	<竵𥫀𥫇>
歫	<拒距>
歬	<前>
歭	<踟>「-偫」
歮	<澀>_<澁渋>
歯	[歯↦齿]<齒>
歰	<𣥒澀翣>
歱	<𣦟踵>
歲	[𡻕嵗⇀歲-岁]<歳㒸亗㞸𢧁𢧡>
歳	<亗歲岁嵗㒸㞸𢧁𢧡>
歴	[𠪱歴⇀歷]<历>
歶	「-魚」
歷	[𠪱歴⇀歷‒歷曆-历]<壢櫪厤𡿌𢍷𢊆暦厯>_「-鬲」
歸	[歸-归]<𡚖帰𢅦㱕𨓼𣦨𢅨皈𤾤䢜𨺔𨺜>「-愧-饋-夔」
歹	[歺↦歹]<𣦵𠔅𡰤𡰮𣦶䚟>_「*呆」
歺	[歺↦歹]<𣦵𠔅𡰤𡰮𣦶䚟>_{貞}
死	<𠒁𣦹𣦸𣦾𣧇𢀸𣥴𤯽𦭀尸>_<屍>_<𠑾>
歼	[殲-歼]
歽	<折>
歾	<刎殁>_<歿物>_<𣨨𣨏>
歿	[歿-殁]<歾没>
殀	[殀夭↛夭]<𡕟𡝩枖𣧕𣨘妖>
殁	[歿-殁]<歾刎𣧒𣨏没>_「沒」
殂	<𡲡𠹨𣧫𣨐𣨖𣩋>「-徂」
殃	<𥙏䄃>
殄	<𠂈𣦺𣧠𣧢>「-腆」
殆	「-怠-治」
殇	[殤-殇]
殉	<徇>_<侚>
殊	<𡥛>
残	[殘-残]
殍	<𠬪𣧶𣨈𦖀莩𦹡>
殑	<𣩦>
殒	[殞-殒]
殓	[殮-殓]
殕	<踣>
殖	<䐈>「-埴-直」
殗	<𣩯痷𩳢>
殘	[殘-残]<㱚𣧻戔>
殙	<𣧟㱪𩔉>
殚	[殫-殚]
殛	「-極」
殜	<𣨚𣩣𣩨𣩫>
殞	[殞-殒]<䆬隕霣>
殟	<𩑥>_<殟>
殠	<𣧁臭>
殡	[殯-殡]
殣	<𣩲>「*饉-覲-墐」
殤	[殤-殇]
殦	<鴟>
殨	[殨-㱮]<潰>
殪	<𣨑𣩉𡔸瘞>
殫	[殫-殚]「-憚-癉」
殬	<𣧃睪>{斁}_<擇>
殭	[殭僵`↛僵]
殮	[殮-殓]<㱨>
殯	[殯-殡]<𡒨>_「-賓」_<𣩵>
殰	[殰-㱩]<𦢌>
殱	<殲>
殲	[殲-歼]<殱𣨦>
殳	<几𢎦杸>
殴	[毆-殴]
段	<𠩻𠪅腶毈緞鍛>「-碫-斷」
殷	[慇殷↛殷]<𣪞磤依隠>
殸	<磬聲>
殹	<𥏏>
殺	<杀𠄒𢎊𢎓𢁛𣏂𢼢𢼴𢼡𢽅𢽆𢽘𢽯𢽺𢾈𢿔𢿹𣀎𤔮𣪆𣪖𣪩煞𧤿閷弑𥻦>「弒」
殺	[殺-杀]<殺煞弑𠄒𢎊𢎓𢁛𣏂𢼢𢼴𢼡𢽅𢽆𢽘𢽯𢽺𢾈𢿔𢿹𣀎𤔮𣪆𣪖𣪩𧤿閷𥻦術蔡察𠮁𢼯>
殻	[殻↝殼]<壳㱿>
殼	[殻↝殼-壳]<㱿>
殽	[殽淆↛淆]<崤>「-效-肴」
殿	<壂𣪍𣪫>_<澱敦>_<𣪍>
毀	[毀燬譭-毁]<棄>_<𣪷>
毁	[譭燬⇋毁‒毀燬譭-毁]<𡒂𢾌䃣䛼𪑺>
毂	[轂-毂]
毃	<敲>
毄	<𣪠>
毅	<𣪣𣫖𣫚䝘>
毆	[毆-殴]<𠥝敺摳𣪅慪驅歐>_「*嘔」
毇	<𥼹𥽂𥵓𥶵𥸃>
毈	<㱭段>
毉	<瑿醫>
毊	[毊-𪵑]
毋	<母>「無」
毌	<貫>「-彎」
母	<姆毋>「*模-拇-侮」
毎	{每}
每	<𡴋𡴕𣫭>「*無-謀*麼」_<毎>_<𡴋>
毑	<姐>
毒	<𡹆𡴛𧉉𦸕>_「*纛-熟-督」
毓	「育」
比	<匕夶庀篪>「-鼻-庇」_<俾仳吡>
毕	[畢-毕]
毖	「*閟-泌」
毗	[毘毗↛毗]<𤰨𣬈𣬉𣬖庳>
毘	[毘毗↛毗]<𤰨𣬈𣬉𣬖>
毙	[斃-毙]
毚	<㺥纔鑱饞>
毛	「-髦-氂」
毞	<紕>
毟	<毮>
毠	<袈>
毡	[氈-毡]<氊>
毣	<眊>
毤	<毻>
毦	<𣭞>
毧	[毧羢絨↛絨]<㲨>
毨	<𣭡𣭟𨾷>
毩	<毱>
毫	<𡨉>_<豪>
毬	[毬球↛球]<𣭳皳>
毮	<毟>
毯	<㲜>_<𦃖>
毰	<𣯱>
毱	<毩𣮴鞠>
毳	<𣯝𣯠𣰗橇>「-脆」
毴	<屄>
毵	[毿-毵]
毶	[𣯶-毶]
毷	<𣯀>
毸	<𣯧𣯯>
毹	<𣭴𣭵𣯁𣮵毺氀𣰎𣰟>
毺	<毹>
毻	<毤𣮲>
毼	<𣭸𣯇𣰌楬>「-鶡」
毽	<𨪅>
毾	<𣯚𣯈𣯾𣰅𧝅>
毿	[毿-毵]<𣯶𣯺>
氀	<㲎𣰝毹>
氂	[犛氂⇋牦‒氂-牦]<斄𣭭𣮋㲠𣯕𣯛釐毛>_「*剺」_<𣯷>
氄	<𤮤𣭲𣯍𣰇䩸>
氅	<𪅶>_<𣰉>
氆	<𣯽>
氇	[氌-氇]
氈	[氊⇀氈-毡]<𣭣𣰔𩎄𩯤旃>
氉	<𣰕>
氊	[氊⇀氈]<毡𣭣𣰔𩎄𩯤>
氋	<𣰥>
氌	[氌-氇]<𣱀>
氍	<𣭂𣭳㲘𣮔𣯒𣯑𣰋𣰠𣰧𣰻𣰽>
氎	<㲲>
氏	<𠂩>「-是」
氐	<𢎮低柢抵>
民	<𠘽𡻾>
氒	<橛>
氓	<𣱅𦫋>
气	[氣-气]<炁気乞餼>
気	「氣」_<炁气>
氛	[雰氛↛氛]
氜	<陽>
氡	<氭>
氢	[氫-氢]
氣	[氣-气]<炁気㫓𣅠暣𣱖𣱛𤽍餼器>_<䊠䊠>
氤	<壹>
氧	<氱養>
氩	[氬-氩]
氫	[氫-氢]<𣱮>
氬	[氬-氩]
氭	<氡>
氮	<淡㲷>
氯	<㲶>
氰	<𩇛>
氱	<氧>
氲	[氳-氲]
氳	[氳-氲]_<㚃>
水	[氺↦水]<沝𣸕>
氶	<承拯>
氷	[氷⇀冰]<仌冫𣲝凝>
永	<𠘷𣱵咏泳>(詠)
氹	<凼>
氺	[氺↦水]
氼	<溺>_<㲻>
氽	<𣵞>
氾	[汎氾泛↛泛‒泛氾汎-泛]
氿	<厬㲹𣲄>
汀	<𢆊𠀩渟>
汁	「什邡-叶」
求	<𡨃蛷裘>「-仇-逑」_<摎>
汃	<豳>
汄	<㳁>
汅	<汙沔>
汇	[匯彙-汇]_<滙>
汉	[漢-汉]
汊	<㲼㳗>
汋	<勺瀹>「*爍」
汍	<洹>_<汎>
汎	[汎氾泛↛泛‒泛氾汎-泛]<範>
汏	<𣴒汰>
汐	<夕𣲠>
汒	<漭茫>
汓	<泅游>
汔	<𣲁汽迄>
汖	<𣎵>
汗	<𡊺焊>「*銲-旱」
汙	[汚⇀汙污↛污]<汅洿𣴰涴𣽏𥁡䵦紆>
汚	[汚⇀汙污↛污]
汛	<𣲌洒>
汜	{氾}「-涘」
汝	<女>
汞	<澒銾>
江	<𣲅>
池	<沱>「-撤」
污	[汚⇀汙污↛污]<汅洿𣴰涴𣽏𥁡䵦>
汤	[湯-汤]
汦	{泯}「-坁」
汧	<岍>_<汧>
汨	<漞㵋>{汩}
汩	<淈𡿯>
汪	<𣳫𣷪㳹瀇泓>「-枉」_<𣵭>
汫	<阱>
